method,region,metric_group,quantity,metric,value,lbfgs_evals,final_total_loss
prior_noise_05pct,whole-domain,field,u,rel_L2,0.14874812960624695,12047,0.0011144854361191392
prior_noise_05pct,whole-domain,field,v,rel_L2,0.3803679943084717,12047,0.0011144854361191392
prior_noise_05pct,whole-domain,field,p,rel_L2,0.3033050000667572,12047,0.0011144854361191392
prior_noise_05pct,near-cylinder,v1_mode,v,n,13715,12047,0.0011144854361191392
prior_noise_05pct,near-cylinder,v1_mode,v,rel_L2,0.6544942735235596,12047,0.0011144854361191392
prior_noise_05pct,near-cylinder,v1_mode,v,amp_ratio,0.6579906034251627,12047,0.0011144854361191392
prior_noise_05pct,near-cylinder,v1_mode,v,corr,0.7769054187135748,12047,0.0011144854361191392
prior_noise_05pct,near-cylinder,v1_mode,v,phase_deg,-10.708296256981402,12047,0.0011144854361191392
prior_noise_05pct,near-wake,v1_mode,v,n,15248,12047,0.0011144854361191392
prior_noise_05pct,near-wake,v1_mode,v,rel_L2,0.4553615305680055,12047,0.0011144854361191392
prior_noise_05pct,near-wake,v1_mode,v,amp_ratio,0.9266840978207586,12047,0.0011144854361191392
prior_noise_05pct,near-wake,v1_mode,v,corr,0.9363587299680133,12047,0.0011144854361191392
prior_noise_05pct,near-wake,v1_mode,v,phase_deg,-17.90260771410457,12047,0.0011144854361191392
prior_noise_05pct,far-wake,v1_mode,v,n,16393,12047,0.0011144854361191392
prior_noise_05pct,far-wake,v1_mode,v,rel_L2,0.2794755820666644,12047,0.0011144854361191392
prior_noise_05pct,far-wake,v1_mode,v,amp_ratio,0.875904817655558,12047,0.0011144854361191392
prior_noise_05pct,far-wake,v1_mode,v,corr,0.9764000442348895,12047,0.0011144854361191392
prior_noise_05pct,far-wake,v1_mode,v,phase_deg,-9.065218383461948,12047,0.0011144854361191392
prior_noise_05pct,far-core,v1_mode,v,n,12460,12047,0.0011144854361191392
prior_noise_05pct,far-core,v1_mode,v,rel_L2,0.27761348481092896,12047,0.0011144854361191392
prior_noise_05pct,far-core,v1_mode,v,amp_ratio,0.8757066245469506,12047,0.0011144854361191392
prior_noise_05pct,far-core,v1_mode,v,corr,0.9775554934848204,12047,0.0011144854361191392
prior_noise_05pct,far-core,v1_mode,v,phase_deg,-9.259827576240536,12047,0.0011144854361191392
prior_noise_05pct,other,v1_mode,v,n,6298,12047,0.0011144854361191392
prior_noise_05pct,other,v1_mode,v,rel_L2,10.617562860298005,12047,0.0011144854361191392
prior_noise_05pct,other,v1_mode,v,amp_ratio,11.00489351603509,12047,0.0011144854361191392
prior_noise_05pct,other,v1_mode,v,corr,0.4559837850404911,12047,0.0011144854361191392
prior_noise_05pct,other,v1_mode,v,phase_deg,20.911757976022788,12047,0.0011144854361191392
prior_noise_05pct,whole-domain,v1_mode,v,n,51654,12047,0.0011144854361191392
